"","title","company","city","organization","size","type","experience1","degree","size","minimumpay","maximumpay","logmeanpay","experience2","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop"
"128","金融数据分析师","北京天逸科技有限公司","北京","民营公司","少于50人","互联网/电子商务",0,"本科","招聘3人",9000,18000,9.51044496442652,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"129","数据分析师","博康智能信息技术有限公司石家庄分公司","北京","民营公司","150-500人","计算机软件",3,"大专","招聘2人",5000,12000,9.04782144247841,"3-4年",0,0,0,0,0,0,0,0,0,0,0,1
"130","数据分析师-平台","星河互联集团有限公司","北京","民营公司","150-500人","互联网/电子商务",3,"本科","招聘1人",8000,9999,9.10492429921953,"3-4年",1,0,0,1,0,0,1,0,0,0,0,0
"131","数据分析主管","天津狮桥国际物流有限公司","北京","外资","500-1000人","交通/运输/物流",1,"大专","招聘3人",4500,5500,8.51719319141624,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"132","数据分析专员","北京盛威时代科技有限公司","北京","民营公司","150-500人","互联网/电子商务",0,"大专","招聘1人",3000,10000,8.77955745588373,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"133","数据分析经理","天津柯利亚诺时装有限公司","北京","外资","1000-5000人","服装/纺织/皮革",8,"大专","招聘若干人",10000,14999,9.43344392249037,"7-8年",0,0,1,0,0,0,0,0,0,0,0,0
"134","数据分析实习生","北京中交兴路车联网科技有限公司","北京","民营公司","500-1000人","互联网/电子商务",0,"本科","招聘1人",2000,4000,8.00636756765025,"无经验要求",1,0,0,1,1,1,0,1,1,0,0,1
"135","财务数据分析主管","北京孩思乐商业有限公司","北京","合资","1000-5000人","家具/家电/玩具/礼品",5,"本科","招聘1人",5000,8000,8.77955745588373,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"136","数据分析主管","杭州今元标矩科技有限公司","北京","民营公司","1000-5000人","互联网/电子商务",3,"大专","招聘1人",8000,12000,9.21034037197618,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"137","高级数据分析专员","北京易米云佳网络科技有限公司","北京","民营公司","50-150人","互联网/电子商务",2,"本科","招聘若干人",8000,12000,9.21034037197618,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"138","数据分析工程师-电信（北京）","北京合力亿捷科技股份有限公司","北京","上市公司","500-1000人","计算机软件",2,"大专","招聘4人",6000,10000,8.98719682066197,"1-2年",0,1,1,0,0,0,0,0,0,0,0,0
"139","数据分析专员(总部互联网) (职位编号：00038)","普信资产管理有限公司","北京","民营公司","1000-5000人","金融/投资/证券",1,"无","招聘1人",4500,5999,8.565888112955,"1-2年",0,1,1,0,0,0,0,0,0,0,0,0
"140","数据分析主管","国商惠众投资管理（北京）有限公司","北京","民营公司","10000人以上","金融/投资/证券",0,"本科","招聘1人",6000,10000,8.98719682066197,"无经验要求",0,0,1,0,0,0,1,0,0,0,0,0
"141","数据分析员","北京韩美药品有限公司","北京","合资","1000-5000人","制药/生物工程",0,"本科","招聘若干人",4500,5999,8.565888112955,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"142","数据分析师","北京红包袋网络科技有限公司","北京","民营公司","50-150人","互联网/电子商务",1,"本科","招聘1人",6000,8000,8.85366542803745,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"143","数据分析","北京互联新网科技发展有限公司","北京","民营公司","150-500人","互联网/电子商务",1,"本科","招聘1人",6000,8000,8.85366542803745,"1-2年",1,1,0,0,0,0,1,1,0,0,0,0
"144","数据分析师","上海方创金融信息服务股份有限公司","北京","民营公司","50-150人","金融/投资/证券",0,"本科","招聘4人",10000,30000,9.90348755253613,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"145","数据分析师","亚网速信网络科技发展有限公司","北京","民营公司","150-500人","计算机服务(系统、数据服务、维修)",3,"本科","招聘3人",10000,15000,9.43348392329039,"3-4年",1,1,0,0,0,0,1,1,0,0,0,0
"146","销售数据分析","中商惠民（北京）电子商务有限公司","北京","民营公司","500-1000人","互联网/电子商务",0,"本科","招聘1人",6000,7999,8.85359399691488,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"147","大数据分析师","北京品高辉煌科技有限责任公司","北京","民营公司","500-1000人","计算机软件",2,"大专","招聘1人",10000,14999,9.43344392249037,"1-2年",0,0,1,0,0,0,1,0,0,0,0,0
"148","数据分析员","北京七七美家科技有限公司","北京","民营公司","50-150人","互联网/电子商务",0,"本科","招聘1人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"149","数据分析师","尼尔森网联媒介数据服务有限公司北京分公司","北京","合资","150-500人","专业服务(咨询、人力资源、财会)",1,"本科","招聘5人",3000,4499,8.22937777674144,"1-2年",0,1,0,1,0,0,0,0,0,0,0,0
"150","数据分析专员","中国基药有限公司","北京","民营公司","1000-5000人","医疗/护理/卫生",0,"大专","招聘3人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,1,0,0,0,0,0
"151","数据分析员（物流）","小米通讯技术有限公司","北京","民营公司","5000-10000人","互联网/电子商务",2,"本科","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"152","数据分析师（BI）","北京凯奇谷信息技术股份有限公司","北京","民营公司","150-500人","网络游戏",1,"本科","招聘若干人",8000,10000,9.10497985631836,"1-2年",0,0,1,1,0,0,1,0,0,0,0,0
"153","数据分析师","北京金色软件科技有限公司","北京","民营公司","1000-5000人","互联网/电子商务",0,"大专","招聘1人",10000,14999,9.43344392249037,"无经验要求",1,1,1,0,1,0,0,1,1,0,0,0
"154","数据分析","北京中视乐拍互动科技有限公司","北京","创业公司","50-150人","互联网/电子商务",1,"大专","招聘1人",4500,5999,8.565888112955,"1-2年",1,1,1,0,1,0,1,1,0,0,0,0
"155","数据挖掘专家/数据分析工程师","北京亿美软通科技有限公司","北京","民营公司","150-500人","通信/电信/网络设备",3,"大专","招聘1人",10000,15000,9.43348392329039,"3-4年",1,1,0,1,1,1,0,0,0,0,1,1
"156","Python后台开发（数据分析）","北京希望组生物科技有限公司","北京","民营公司","50-150人","制药/生物工程",0,"无","招聘若干人",5000,7000,8.69951474821019,"无经验要求",0,0,0,1,0,0,0,0,0,0,0,0
"157","临床数据分析","普瑞盛（北京）医药科技开发有限公司","北京","合资","150-500人","制药/生物工程",0,"本科","招聘1人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"158","gis数据分析工程师","大庆油田工程有限公司北京分公司","北京","国企","150-500人","石油/化工/矿产/地质",2,"本科","招聘2人",4000,6000,8.51719319141624,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"159","数据分析员（有户口指标）","北京九州恒盛电力科技有限公司","北京","民营公司","150-500人","电气/电力/水利",0,"无","招聘1人",5000,10000,8.9226582995244,"无经验要求",0,1,0,0,0,0,0,0,0,0,0,0
"160","数据分析师 (职位编号：J10604)","北京华宇信息技术有限公司","北京","民营公司","1000-5000人","计算机软件",0,"本科","招聘若干人",6000,7999,8.85359399691488,"无经验要求",0,1,1,0,0,0,0,1,0,0,0,0
"161","数据分析及报表开发顾问","上海今日信息科技有限公司","北京","民营公司","50-150人","计算机服务(系统、数据服务、维修)",2,"本科","招聘1人",7000,15000,9.30565055178051,"1-2年",0,0,0,0,0,0,1,0,0,0,0,0
"162","数据分析员","北京天天提升文化发展有限公司","北京","民营公司","50-150人","互联网/电子商务",2,"大专","招聘1人",4500,5999,8.565888112955,"1-2年",0,0,1,0,0,0,1,0,0,0,0,0
"163","数据分析员","深圳住恒果蔬贸易有限公司","北京","外资","150-500人","快速消费品(食品、饮料、化妆品)",2,"大专","招聘1人",3000,NA,NA,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"164","数据分析师","北京卡车之家信息技术股份有限公司","北京","民营公司","150-500人","互联网/电子商务",3,"大专","招聘1人",10000,14999,9.43344392249037,"3-4年",1,1,1,1,0,0,1,1,0,0,0,0
"165","数据分析师（网站/APP分析）","百融（北京）金融信息服务股份有限公司","北京","民营公司","150-500人","专业服务(咨询、人力资源、财会)",3,"本科","招聘1人",15000,19999,9.76992758807486,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"166","大数据分析师","北京中油瑞飞信息技术有限责任公司","北京","国企","1000-5000人","计算机软件",0,"硕士","招聘1人",10000,14999,9.43344392249037,"无经验要求",1,0,0,1,0,0,0,0,0,0,0,0
"167","数据分析师","第一摩码资产管理（北京）有限公司","北京","民营公司","1000-5000人","物业管理/商业中心",0,"大专","招聘1人",8000,9999,9.10492429921953,"无经验要求",0,1,0,0,0,0,0,0,0,0,0,0
"168","数据分析研究员","北京四海华辰科技有限公司","北京","民营公司","150-500人","医疗设备/器械",0,"本科","招聘1人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"169","诚聘见习交易员 金融外汇数据分析师","北京今联投资有限公司","北京","合资","150-500人","金融/投资/证券",1,"本科","招聘8人",8000,20000,9.5468126085974,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"170","广告投放数据分析师","北京美通互动广告传媒股份有限公司","北京","上市公司","50-150人","广告",0,"本科","招聘若干人",6000,10000,8.98719682066197,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"171","数据分析师","北京先进数通信息技术股份公司","北京","民营公司","1000-5000人","计算机软件",3,"本科","招聘10人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"172","数据分析师","杭州东信北邮信息技术有限公司","北京","国企","500-1000人","通信/电信运营、增值服务",0,"本科","招聘5人",6000,10000,8.98719682066197,"无经验要求",1,0,0,1,0,1,0,0,0,0,0,0
"173","SEM数据分析专员","北京精华学校","北京","民营公司","500-1000人","教育/培训/院校",1,"本科","招聘1人",4000,5000,8.41183267575841,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"174","数据分析师","灵玖中科软件（北京）有限公司","北京","民营公司","少于50人","计算机软件",1,"本科","招聘2人",8000,15000,9.35010231435134,"1-2年",1,1,1,0,1,0,1,1,0,0,0,1
"175","数据分析师","中国金融在线-金融界","北京","合资","500-1000人","金融/投资/证券",5,"无","招聘2人",15000,19999,9.76992758807486,"5-6年",1,1,0,1,0,0,1,1,0,0,0,0
"176","生物数据分析师","北京迈基诺基因科技股份有限公司","北京","民营公司","50-150人","制药/生物工程",0,"硕士","招聘1人",4500,5999,8.565888112955,"无经验要求",1,0,0,1,1,0,0,0,0,0,0,0
"177","数据分析师","北京当代金融培训有限公司","北京","合资","500-1000人","教育/培训/院校",0,"硕士","招聘若干人",8000,9999,9.10492429921953,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"178","大数据分析师","北京协同创新研究院","北京","非营利机构","500-1000人","学术/科研",1,"本科","招聘5人",6000,NA,NA,"1-2年",0,0,0,0,1,0,0,0,0,0,0,0
"179","数据分析员","北京麦优尚品科贸有限公司","北京","民营公司","50-150人","快速消费品(食品、饮料、化妆品)",2,"本科","招聘2人",7000,10000,9.04782144247841,"1-2年",0,1,0,0,0,0,0,1,0,0,0,0
"180","数据分析和挖掘","中和农信项目管理有限公司","北京","合资","1000-5000人","金融/投资/证券",3,"本科","招聘1人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,1,1,0,0,0,0
"181","运营专员（偏数据分析方向）","广州市例外服饰有限公司","北京","民营公司","500-1000人","服装/纺织/皮革",1,"本科","招聘2人",6000,7999,8.85359399691488,"1-2年",0,1,1,0,0,0,0,0,0,0,0,0
"182","数据分析师","海南易建科技股份有限公司","北京","上市公司","500-1000人","计算机软件",3,"本科","招聘若干人",8000,9999,9.10492429921953,"3-4年",0,1,1,0,0,0,0,0,0,0,0,0
"183","数据分析/数据处理","谱尼测试集团股份有限公司","北京","民营公司","1000-5000人","检测，认证",1,"大专","招聘若干人",6000,7999,8.85359399691488,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"184","大数据分析师","北京宝库在线网络技术有限公司","北京","民营公司","50-150人","互联网/电子商务",10,"本科","招聘1人",20000,24999,10.0212483657234,"9-10年",0,0,0,0,0,0,0,0,0,0,0,0
"185","数据分析师（风险控制）","易宝集团","北京","民营公司","1000-5000人","互联网/电子商务",3,"硕士","招聘1人",10000,14999,9.43344392249037,"3-4年",0,1,0,0,0,0,0,1,0,0,0,0
"186","运营助理（数据分析）","上海凯利特实业有限公司","北京","民营公司","150-500人","批发/零售",2,"本科","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"187","Python 数据分析师","北京格上理财顾问有限公司","北京","民营公司","150-500人","金融/投资/证券",0,"无","招聘若干人",15000,25000,9.90348755253613,"无经验要求",0,0,0,1,0,0,0,0,0,0,0,0
"188","影院数据分析","星美控股集团有限公司","北京","上市公司","5000-10000人","影视/媒体/艺术/文化传播",3,"本科","招聘2人",8000,9999,9.10492429921953,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"189","数据分析师","上海迈外迪网络科技有限公司","北京","合资","500-1000人","互联网/电子商务",0,"本科","招聘1人",4500,5999,8.565888112955,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"190","运控主管（数据分析主管）","北京天影环球数码技术有限公司","北京","民营公司","150-500人","多元化业务集团公司",1,"大专","招聘1人",4000,6000,8.51719319141624,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"191","数据分析员","TATA木门","北京","民营公司","5000-10000人","家具/家电/玩具/礼品",0,"大专","招聘5人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"192","数据分析师（2017年应届研究生/可解决北京市户口）","北京商务中心区通信科技有限公司","北京","国企","150-500人","通信/电信运营、增值服务",0,"无","招聘2人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,1,0,0,0,0,0
"193","高级数据分析师+地铁沿线+棒福利","北京优朋普乐科技有限公司","北京","民营公司","500-1000人","计算机软件",3,"本科","招聘3人",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"194","基因数据分析专员 (职位编号：PRE201502C)","北京预立创投生物医学科技有限公司","北京","民营公司","50-150人","制药/生物工程",0,"硕士","招聘3人",8000,9999,9.10492429921953,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"195","数据分析经理","生命方程健康管理机构","北京","民营公司","150-500人","互联网/电子商务",2,"本科","招聘1人",10000,14999,9.43344392249037,"1-2年",0,1,0,0,0,0,0,1,0,0,0,0
"196","数据分析主管","北京环球天下教育科技有限公司","北京","外资","1000-5000人","教育/培训/院校",3,"硕士","招聘1人",15000,19999,9.76992758807486,"3-4年",0,1,1,0,0,0,0,0,0,0,0,0
"197","数据分析（核算专员）","北京正德慧通生物科技有限公司","北京","民营公司","150-500人","制药/生物工程",0,"大专","招聘1人",6000,7999,8.85359399691488,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"198","生物信息数据分析专员","北京贝康医学检验所有限公司","北京","民营公司","少于50人","制药/生物工程",0,"硕士","招聘1人",8000,9999,9.10492429921953,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"199","急聘数据分析专员","北京招金颐和文化投资有限公司","北京","民营公司","150-500人","奢侈品/收藏品/工艺品/珠宝",0,"大专","招聘2人",3500,6000,8.46589989702869,"无经验要求",0,0,0,0,0,0,1,0,0,0,0,0
